d,license_number,license_status,license_status_date,license_term,license_type,license_designation,issue_date,expiration_date,licensing_authority_id,licensing_authority,business_legal_name,business_dba_name,business_image_url,business_owner_name,business_structure,business_website,activity,premise_street_address,premise_city,premise_state,premise_county,premise_zip_code,business_email,business_phone,parcel_number,premise_latitude,premise_longitude,data_refreshed_date
,DAAA-0NPR-VWEA,,,,Dispensary,,,10/28/2023,,,The Nug Shack 1 LLC,The Nug Shack 1 LLC,,,,,,,Edmond,,Logan,,,,,35.6675,-97.496,
,DAAA-OECP-PUNV,,,,Dispensary,,,10/28/2023,,,OKYELLOW HOLDINGS LLC,OKYELLOW HOLDINGS LLC,,,,,,,OKMULGEE,,Okmulgee,,,,,,,
,PAAA-TWDL-LWWD,,,,Processor,,,10/28/2023,,,OKYELLOW HOLDINGS LLC,OKYELLOW HOLDINGS LLC,,,,,,,OKMULGEE,,Okmulgee,,,,,,,
,PAAA-I414-YO7G,,,,Processor,,,10/28/2023,,,OC Holdings LLC,OC Holdings LLC,,,,,,,LEXINGTON,,Cleveland,,,,,,,
,GAAA-6SKF-POL8,,,,Grower,,,10/28/2023,,,QUIN KUSH,QUIN KUSH,,,,,,,WATTS,,Adair,,,,,,,
,GAAA-RUCU-6PAI,,,,Grower,,,10/28/2023,,,"Heartland Cannabis, LLC","Heartland Cannabis, LLC",,,,,,,Cement,,Grady,,,,,34.9345,-98.1635,
,GAAA-T6QA-9OZB,,,,Grower,,,10/28/2023,,,AURORA WONDERLAND LLC,AURORA WONDERLAND LLC,,,,,,,HENRYETTA,,Okmulgee,,,,,,,
,DAAA-979Q-TG7G,,,,Dispensary,,,10/31/2023,,,OC Holdings LLC,OC Holdings LLC,,,,,,,Moore,,Cleveland,,,,,,,
,GAAA-IX63-SBCX,,,,Grower,,,10/31/2023,,,OC Holdings LLC,OC Holdings LLC,,,,,,,LEXINGTON,,Cleveland,,,,,,,
,DAAA-EHK2-P9M4,,,,Dispensary,,,10/31/2023,,,G’s Love Budz LLC,G’s Love Budz,,,,,,,Durant,,Bryan,,,,,34.0123,-96.4051,
,TAAA-UY4N-RO1F,,,,Transporter,,,10/31/2023,,,WOW Transportation LLC,WOW Transportation LLC,,,,,,,BRISTOW,,Creek,,,,,,,
,GAAA-N06L-C0JJ,,,,Grower,,,10/31/2023,,,Tiger-Bite Farms LLC,Tiger-Bite Farms,,,,,,,Poteau,,Le Flore,,,,,35.0849,-94.5796,
,DAAA-JKA9-23F5,,,,Dispensary,,,10/31/2023,,,"Endo, Inc.","Endo, Inc.",,,,,,,Tulsa,,Tulsa,,,,,36.1537,-95.9926,
,DAAA-JQH0-FRII,,,,Dispensary,,,10/31/2023,,,Hashfoxx LLC,Hashfoxx LLC,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,PAAA-XHA2-3EGW,,,,Processor,,,11/1/2023,,,BIG TRAP VENTURES LLC,BIG TRAP VENTURES LLC,,,,,,,MAYSVILLE OKLAHOMA,,Garvin,,,,,,,
,DAAA-NXU7-9RJB,,,,Dispensary,,,11/1/2023,,,lake and bake shop llc,lake and bake shop llc,,,,,,,Checotah,,McIntosh,,,,,35.4137,-95.6108,
,GAAA-CG5D-RQPJ,,,,Grower,,,11/1/2023,,,KWM888 LLC,KWM888 LLC,,,,,,,PAULS VALLEY,,Garvin,,,,,,,
,GAAA-4YPL-O26R,,,,Grower,,,11/1/2023,,,Essential Buds LLC,Essential Buds LLC,,,,,,,POTEAU,,Le Flore,,,,,,,
,PAAA-YIIX-DONI,,,,Processor,,,11/1/2023,,,"Rooted Zen Processing, LLC","Rooted Zen Processing, LLC",,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,PAAA-0SNN-K7JZ,,,,Processor,,,11/1/2023,,,GreenGo House,GreenGo House,,,,,,,Sayre,,Beckham,,,,,35.3273,-99.6664,
,DAAA-A2KM-I83L,,,,Dispensary,,,11/1/2023,,,GreenGo House,GreenGo House,,,,,,,Sayre,,Beckham,,,,,35.3273,-99.6664,
,GAAA-T773-ZOOP,,,,Grower,,,11/2/2023,,,LZF3398 LLC,LZF3398 LLC,,,,,,,WILSON,,Carter,,,,,,,
,GAAA-QCUT-2IAG,,,,Grower,,,11/2/2023,,,"KPKCAZ Greenery, LLC","KPKCAZ Greenery, LLC",,,,,,,Colcord,,Delaware,,,,,36.2584,-94.6932,
,GAAA-UUAC-8C8N,,,,Grower,,,11/3/2023,,,MICHAEL AND TRI LLC,MICHAEL AND TRI LLC,,,,,,,Oklahoma City,,Canadian,,,,,35.4678,-97.5164,
,GAAA-VGCZ-YNT7,,,,Grower,,,11/3/2023,,,"SAP XTRAX, LLC",SAP GARDENS,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,PAAA-K8MN-NKJM,,,,Processor,,,11/3/2023,,,"Byrn Brands OK, LLC","Byrn Brands OK, LLC",,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,GAAA-GXZ8-SSTM,,,,Grower,,,11/3/2023,,,"NEXT GENERATION BUD, LLC","NEXT GENERATION BUD, LLC",,,,,,,Wanette,,Pottawatomie,,,,,34.9983,-97.0357,
,GAAA-89RB-0I5X,,,,Grower,,,11/3/2023,,,"Float Green, Inc.",Float Green,,,,,,,Maysville,,Garvin,,,,,34.8136,-97.4228,
,GAAA-7IEC-1YXP,,,,Grower,,,11/4/2023,,,Beyond Organic Canna,Beyond Organic Canna,,,,,,,Westville,,Adair,,,,,36.0034,-94.6578,
,DAAA-4GJ1-8YKH,,,,Dispensary,,,11/4/2023,,,Farmers Market Buds Dispensary LLC,OKC Flowerhouse,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,DAAA-R5AX-AVOM,,,,Dispensary,,,11/4/2023,,,Austinite Cannabis Company LLC,Austinite Cannabis Company,,,,,,,Ardmore,,Carter,,,,,34.2544,-97.1944,
,GAAA-L4M0-N6TQ,,,,Grower,,,11/4/2023,,,Pure Diamond Buds LLC,Pure Diamond Buds LLC,,,,,,,vinita,,Craig,,,,,,,
,DAAA-50M7-D69Q,,,,Dispensary,,,11/4/2023,,,"Proud Mary Cannabis, LLC",Proud Mary Cannabis,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,DAAA-KMJW-3Q1E,,,,Dispensary,,,11/4/2023,,,7 Leaf Solutions LLC,7 Leaf Solutions LLC,,,,,,,Ada,,Pontotoc,,,,,34.8227,-96.753,
,PAAA-CT71-PYU4,,,,Processor,,,11/4/2023,,,"Cali Extracts, LLC","Cali Extracts, LLC",,,,,,,Oklahoma,,Oklahoma,,,,,,,
,GAAA-X6JA-YC27,,,,Grower,,,11/4/2023,,,"OKC420 Natural, LLC","OKC420 Natural, LLC",,,,,,,Coyle,,Logan,,,,,35.8825,-97.2383,
,GAAA-UJ4U-9IL6,,,,Grower,,,11/4/2023,,,"Nothing But The Funk, LLC",Funky Production,,,,,,,Langston,,Logan,,,,,35.9275,-97.257,
,PAAA-QXOD-H89F,,,,Processor,,,11/7/2023,,,Presidential Sweets LLC,Presidential Sweets LLC,,,,,,,Madill,,Marshall,,,,,34.01,-96.7588,
,GAAA-D3IK-3ZBM,,,,Grower,,,11/7/2023,,,"Next Dream, LLC",Next Dream,,,,,,,Okemah,,Okfuskee,,,,,35.4646,-96.2646,
,DAAA-9BY4-2C2V,,,,Dispensary,,,11/7/2023,,,"Chopper Farms, LLC","Chopper Farms, LLC",,,,,,,Norman,,Cleveland,,,,,35.2227,-97.4395,
,GAAA-6QAH-SYTC,,,,Grower,,,11/7/2023,,,Bristol Medical Grow LLC,Bristol Medical Grow LLC,,,,,,,Wilson,,Carter,,,,,34.1728,-97.4282,
,DAAA-RDW5-J6ZR,,,,Dispensary,,,11/7/2023,,,Adair County Distro Inc.,Adair County Distro Inc.,,,,,,,Stilwell,,Adair,,,,,35.7958,-94.6578,
,GAAA-V0AS-L6XY,,,,Grower,,,11/7/2023,,,PWTR LLC,Kola Boys,,,,,,,ELGIN,,Comanche,,,,,,,
,PAAA-1D0V-E5E7,,,,Processor,,,11/7/2023,,,"Trifecta Farms, LLC","Trifecta Farms, LLC",,,,,,,Norman,,Cleveland,,,,,35.2227,-97.4395,
,PAAA-C5ZE-HKEW,,,,Processor,,,11/7/2023,,,"Whitner, LLC",Love Buds,,,,,,,Marietta,,Love,,,,,33.9562,-97.1076,
,PAAA-EG0V-O638,,,,Processor,,,11/7/2023,,,WALKING ON THE MOON LLC,WALKING ON THE MOON LLC,,,,,,,ALEX,,Grady,,,,,,,
,GAAA-0L6U-74TP,,,,Grower,,,11/7/2023,,,ORANGE FLAME FARMS LLC,ORANGE FLAME FARMS LLC,,,,,,,COYLE,,Logan,,,,,,,
,PAAA-LS9D-ZAPC,,,,Processor,,,11/7/2023,,,"H5 Harvest Processing, LLC","H5 Harvest Processing, LLC",,,,,,,Bristow,,Creek,,,,,35.8209,-96.3819,
,PAAA-UTB2-5I8I,,,,Processor,,,11/7/2023,,,HCH LLC,HCH LLC,,,,,,,Cache,,Comanche,,,,,34.5762,-98.5539,
,GAAA-D4IQ-B7Z8,,,,Grower,,,11/7/2023,,,Top M LLC,Top M LLC,,,,,,,Roff,,Pontotoc,,,,,34.5931,-96.7835,
,DAAA-CTE8-GOJ3,,,,Dispensary,,,11/7/2023,,,Firefly Dispensary LLC,Firefly Dispensary LLC,,,,,,,Canadian,,Pittsburg,,,,,35.1778,-95.6639,
,GAAA-FV6J-LVV6,,,,Grower,,,11/7/2023,,,Good Ganja Farms Inc.,Good Ganja Farms Inc.,,,,,,,Tecumseh,,Payne,,,,,35.2174,-96.9837,
,DAAA-QN6V-5ECJ,,,,Dispensary,,,11/7/2023,,,"Yowie Dispo, Inc.",Squatch Co.,,,,,,,EUFAULA,,McIntosh,,,,,,,
,GAAA-28K2-V8AN,,,,Grower,,,11/7/2023,,,Oklagromies LLC,Oklagromies,,,,,,,Lone Wolf,,Kiowa,,,,,34.9663,-99.2594,
,GAAA-MIV6-LD2K,,,,Grower,,,11/7/2023,,,TL TRAC LLC,TRAC,,,,,,,oakwood,,Dewey,,,,,,,
,DAAA-TWAA-3JAT,,,,Dispensary,,,11/7/2023,,,Husky Extracts LLC,Husky Extracts LLC,,,,,,,Henryetta,,Okmulgee,,,,,35.4454,-95.9746,
,GAAA-FKB5-35WJ,,,,Grower,,,11/7/2023,,,CIP 6040 LLC,CIP 6040 LLC,,,,,,,Piedmont,,Canadian,,,,,35.6531,-97.754,
,GAAA-0FZ2-QE6A,,,,Grower,,,11/7/2023,,,SUNX FARMS LLC,SUNX FARMS LLC,,,,,,,Piedmont,,Canadian,,,,,35.6531,-97.754,
,GAAA-7JMZ-P6F4,,,,Grower,,,11/7/2023,,,CIP 6031 LLC,CIP 6031 LLC,,,,,,,Piedmont,,Canadian,,,,,35.6531,-97.754,
,DAAA-ZUIM-EKD8,,,,Dispensary,,,11/7/2023,,,Hemp Rx LLC,Hemp Rx,,,,,,,Tulsa,,Tulsa,,,,,36.1537,-95.9926,
,DAAA-XVAX-WKTO,,,,Dispensary,,,11/7/2023,,,"BURNETT FARMS, LLC",TERP SHACK,,,,,,,GLENCOE,,Payne,,,,,,,
,GAAA-LX7H-BCTI,,,,Grower,,,11/8/2023,,,"Salt Fork Farms Creek, LLC","Salt Fork Farms Creek, LLC",,,,,,,Tonkawa,,Kay,,,,,36.6734,-97.326,
,GAAA-V9E3-FS6O,,,,Grower,,,11/8/2023,,,"Black Pearl Canna, LLC","Black Pearl Canna, LLC",,,,,,,Arcadia,,Oklahoma,,,,,35.6847,-97.3271,
,GAAA-3LIS-11S8,,,,Grower,,,11/8/2023,,,Q GROW OKL LLC,Q GROW OKL LLC,,,,,,,Wilson,,Carter,,,,,34.1728,-97.4282,
,DAAA-X3D1-O1RE,,,,Dispensary,,,11/8/2023,,,"Greenhouse Partners 2, LLC",Greenhouse Partners 2,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,PAAA-7AYZ-NP48,,,,Processor,,,11/8/2023,,,HAPPY HIGH HERBS PROCESSING LLC,HAPPY HIGH HERBS PROCESSING LLC,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,DAAA-I6KQ-QAHC,,,,Dispensary,,,11/8/2023,,,Uncle Mondos LLC,dianela gomez,,,,,,,Bethany,,Oklahoma,,,,,35.5186,-97.6451,
,PAAA-J8MO-0DAZ,,,,Processor,,,11/8/2023,,,"Green Country Seasonings, LLC","Green Country Seasonings, LLC",,,,,,,Bristow,,Creek,,,,,35.8209,-96.3819,
,DAAA-R9ZZ-LYSV,,,,Dispensary,,,11/9/2023,,,SKY HIGH PHARMS LLC,SKY HIGH PHARMS LLC,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,PAAA-0RB5-OL2J,,,,Processor,,,11/9/2023,,,Magna Kush Farms LLC,Magna Kush Farms,,,,,,,Ardmore,,Carter,,,,,34.2544,-97.1944,
,GAAA-QYVK-44TF,,,,Grower,,,11/9/2023,,,CIP 6121 LLC,CIP 6121 LLC,,,,,,,Piedmont,,Canadian,,,,,35.6531,-97.754,
,DAAA-XDLL-54QY,,,,Dispensary,,,11/9/2023,,,Doobie Shack LLC,Doobie Shack LLC,,,,,,,crescent,,Kingfisher,,,,,,,
,GAAA-6WZF-YV8Z,,,,Grower,,,11/9/2023,,,Toojhawj LLC,Toojhawj LLC,,,,,,,Miami,,Ottawa,,,,,36.8785,-94.868,
,GAAA-YAVW-7VVY,,,,Grower,,,11/9/2023,,,Stratus Nexum Inc,Stratus Nexum Inc,,,,,,,Ada,,Pontotoc,,,,,34.8227,-96.753,
,TAAA-3OJ0-TLOH,,,,Transporter,,,11/9/2023,,,Sealand Frontier L.L.C.,Sealand Frontier L.L.C.,,,,,,,Atoka,,Atoka,,,,,34.3157,-96.1069,
,GAAA-1I0U-1SDL,,,,Grower,,,11/9/2023,,,"YT CANNA FARMS, LLC","YT CANNA FARMS, LLC",,,,,,,Okemah,,Okfuskee,,,,,35.4646,-96.2646,
,PAAA-BE48-C4N3,,,,Processor,,,11/9/2023,,,Needham David Enterprise LLC,The Bud Hunters,,,,,,,Guthrie,,Logan,,,,,35.8709,-97.4696,
,GAAA-Q1OF-DSBG,,,,Grower,,,11/9/2023,,,"KKG Farm, LLC","KKG Farm, LLC",,,,,,,Poteau,,Le Flore,,,,,35.0849,-94.5796,
,DAAA-ZSNX-KRIS,,,,Dispensary,,,11/9/2023,,,The Runtz Factory llc,The Runtz Factory llc,,,,,,,Tulsa,,Tulsa,,,,,36.1537,-95.9926,
,GAAA-92O1-D2OS,,,,Grower,,,11/9/2023,,,OKM Group LLC,OKM Group LLC,,,,,,,Okemah,,Okfuskee,,,,,35.4646,-96.2646,
,PAAA-3ZQ7-117Q,,,,Processor,,,11/9/2023,,,"NEXT GENERATION BUD, LLC","NEXT GENERATION BUD, LLC",,,,,,,Wanette,,Pottawatomie,,,,,34.9983,-97.0357,
,GAAA-B9W4-PSUW,,,,Grower,,,11/9/2023,,,Hatfield Cannabis Company LLC,Hatfield Cannabis Company LLC,,,,,,,MARIETTA,,Love,,,,,,,
,PAAA-82UA-UX6W,,,,Processor,,,11/9/2023,,,Pop Smoke Farms LLC,Pop Smoke Farms LLC,,,,,,,Edmond,,Logan,,,,,35.6675,-97.496,
,GAAA-PXUY-87I1,,,,Grower,,,11/9/2023,,,Pop Smoke Farms LLC,Pop Smoke Farms LLC,,,,,,,Edmond,,Logan,,,,,35.6675,-97.496,
,DAAA-K8EN-9ZF2,,,,Dispensary,,,11/9/2023,,,SPO OK LLC,SPO OK LLC,,,,,,,WESTVILLE,,Adair,,,,,,,
,TAAA-3AWU-QJBR,,,,Transporter,,,11/9/2023,,,Medical Insight LLC,Medical Insight LLC,,,,,,,Shawnee,,Pottawatomie,,,,,35.2968,-96.9507,
,DAAA-139R-FD7J,,,,Dispensary,,,11/9/2023,,,Jodeci Storm Hardesty,Mid West Collective,,,,,,,Grove,,Delaware,,,,,36.5705,-94.7335,
,GAAA-8ASR-9C1M,,,,Grower,,,11/9/2023,,,OIL & GAS FARMS LLC,OIL & GAS FARMS LLC,,,,,,,Norman,,Cleveland,,,,,35.2227,-97.4395,
,GAAA-XRWH-NF6X,,,,Grower,,,11/9/2023,,,Jodeci Storm Hardesty,Mid West Collective,,,,,,,Grove,,Delaware,,,,,36.5705,-94.7335,
,PAAA-43X9-RQ9T,,,,Processor,,,11/9/2023,,,Jodeci Storm Hardesty,Mid West Collective,,,,,,,Grove,,Delaware,,,,,36.5705,-94.7335,
,DAAA-Q83A-B1M1,,,,Dispensary,,,11/9/2023,,,GX668 Retail LLC,Lucky Green Dispensary,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,DAAA-QQ2H-6O27,,,,Dispensary,,,11/9/2023,,,SmOkie Shamrock LLC,SmOkie Shamrock LLC,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,GAAA-SKCK-MJOQ,,,,Grower,,,11/9/2023,,,Maggie May Farms,Maggie May Farms L.L.C,,,,,,,Lawton,,Comanche,,,,,34.5638,-98.2821,
,GAAA-9K1G-O4FW,,,,Grower,,,11/9/2023,,,okie sunrise llc,okie sunrise llc,,,,,,,crescent,,Kingfisher,,,,,,,
,GAAA-NYNP-6JD4,,,,Grower,,,11/10/2023,,,sunny grows LLC,sunny grows LLC,,,,,,,HENNESSEY,,Kingfisher,,,,,,,
,GAAA-NH95-TM50,,,,Grower,,,11/10/2023,,,Pacific Paradise Garden LLC,Pacific Paradise Garden LLC,,,,,,,Paden,,Okfuskee,,,,,35.5151,-96.5507,
,PAAA-LZHW-N7G0,,,,Processor,,,11/10/2023,,,"Jubel, LLC","Jubel, LLC",,,,,,,Tulsa,,Tulsa,,,,,36.1537,-95.9926,
,GAAA-7JB5-BOOT,,,,Grower,,,11/10/2023,,,Arbuckle Mountain Medicine LLC,Arbuckle Mountain Medicine LLC,,,,,,,davis,,Murray,,,,,,,
,GAAA-JDF1-Q5SJ,,,,Grower,,,11/10/2023,,,"Smoky Dreams Grow, LLC.",Smoky Dreams Grow,,,,,,,Grove,,Delaware,,,,,36.5705,-94.7335,
,GAAA-GZ7B-17KG,,,,Grower,,,11/10/2023,,,Paper Planes Cultivation LLC,Paper Planes Cultivation LLC,,,,,,,Choctaw,,Oklahoma,,,,,35.4498,-97.2652,
,DAAA-Y0I0-2MUM,,,,Dispensary,,,11/10/2023,,,"Modern Medical, LLC","Modern Medical, LLC",,,,,,,Shawnee,,Oklahoma,,,,,35.2968,-96.9507,
,GAAA-51I8-PKX7,,,,Grower,,,11/10/2023,,,KEVIN EXOTICS LLC,KEVIN EXOTICS LLC,,,,,,,LAWTON,,Comanche,,,,,,,
,GAAA-UBKC-NU2W,,,,Grower,,,11/10/2023,,,Mid-West Grow Farm LLC,Mid-West Grow Farm LLC,,,,,,,Bristow,,Creek,,,,,35.8209,-96.3819,
,PAAA-4E9H-1A7T,,,,Processor,,,11/10/2023,,,"Soli, LLC","Soli, LLC",,,,,,,STROUD,,Lincoln,,,,,,,
,PAAA-G1CD-H1KA,,,,Processor,,,11/10/2023,,,Kevin Dee Legako,Old Route 66 Farms,,,,,,,Wellston,,Lincoln,,,,,35.6739,-97.044,
,PAAA-4N8U-244U,,,,Processor,,,11/14/2023,,,"Lawless Distibution, LLC",Lawless Distribution,,,,,,,Pryor,,Mayes,,,,,36.2638,-95.2937,
,GAAA-0LG7-035V,,,,Grower,,,11/14/2023,,,Woodside Nursery & Consulting LLC,Woodside Nursery & Consulting LLC,,,,,,,Duncan,,Stephens,,,,,34.4527,-97.8522,
,PAAA-5M69-X6EP,,,,Processor,,,11/14/2023,,,Happa Wellness Processing LLC,Happa Wellness Processing LLC,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,GAAA-S8XK-P3WS,,,,Grower,,,11/14/2023,,,"Whippoorwill Hill, LLC","Whippoorwill Hill, LLC",,,,,,,Coyle,,Logan,,,,,35.8825,-97.2383,
,GAAA-QBV2-EBR6,,,,Grower,,,11/14/2023,,,"OASIS OF THE HARMONY, LLC",OASIS OF THE HARMONY,,,,,,,Maysville,,McClain,,,,,34.8136,-97.4228,
,GAAA-FJJA-B2G2,,,,Grower,,,11/14/2023,,,Gold Linkz LLC,Gold Linkz LLC,,,,,,,Depew,,Creek,,,,,35.7335,-96.5176,
,DAAA-717D-KKQP,,,,Dispensary,,,11/14/2023,,,GREEN KINGDOM LLC,GREEN KINGDOM LLC,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,DAAA-PD5C-GPRC,,,,Dispensary,,,11/14/2023,,,HRBN LLC,HRBN,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,GAAA-HP5D-IPRI,,,,Grower,,,11/14/2023,,,HAO HAPPY LLC,HAO HAPPY LLC,,,,,,,ANTLERS,,Pushmataha,,,,,,,
,PAAA-C6W8-X59D,,,,Processor,,,11/14/2023,,,The Arkoma Cannabis Company,Green Monkey Processors,,,,,,,Arkoma,,Le Flore,,,,,35.3521,-94.4632,
,DAAA-R4AT-OIEZ,,,,Dispensary,,,11/15/2023,,,"OKAF, Inc",Apothecary Extracts,,,,,,,Beggs,,Okmulgee,,,,,35.7745,-96.0327,
,DAAA-MKRZ-GZ3X,,,,Dispensary,,,11/15/2023,,,BOSS GROW FARMS LLC,BOSS GROW FARMS LLC,,,,,,,NINNEKAH,,Grady,,,,,,,
,PAAA-QD28-H7PQ,,,,Processor,,,11/15/2023,,,MID AMERICA TECHNOLOGIES LLC,MID AMERICA TECHNOLOGIES LLC,,,,,,,TULSA,,Tulsa,,,,,,,
,GAAA-U9LR-XJOU,,,,Grower,,,11/15/2023,,,CIP 5920 LLC,CIP 5920 LLC,,,,,,,Piedmont,,Canadian,,,,,35.6531,-97.754,
,GAAA-7IWW-7J5B,,,,Grower,,,11/15/2023,,,CIP 5941 LLC,CIP 5941 LLC,,,,,,,Piedmont,,Canadian,,,,,35.6531,-97.754,
,DAAA-9BQW-2TXH,,,,Dispensary,,,11/15/2023,,,ROYAL SWEETS DISPENSARY LLC,ROYAL SWEETS DISPENSARY LLC,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,PAAA-7ITQ-ONMI,,,,Processor,,,11/15/2023,,,"Crossfield Collective, LLC","Crossfield Collective, LLC",,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,GAAA-W9S2-QFXV,,,,Grower,,,11/15/2023,,,HIGHKICK FARM INC,HIGHKICK FARM,,,,,,,ATOKA,,Atoka,,,,,,,
,PAAA-91XP-U7B5,,,,Processor,,,11/15/2023,,,"Hash Worx, LLC","Hash Worx, LLC",,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,GAAA-ZD0C-J0VM,,,,Grower,,,11/15/2023,,,Aajia Garden LLC,Aajia Garden LLC,,,,,,,Claremore,,Rogers,,,,,36.3941,-95.5717,
,DAAA-RYKR-3T3O,,,,Dispensary,,,11/15/2023,,,Springbrook Dispensary LLC,Springbrook Dispensary LLC,,,,,,,Shawnee,,Pottawatomie,,,,,35.2968,-96.9507,
,DAAA-27BQ-21ZM,,,,Dispensary,,,11/15/2023,,,"Logan's Farm, LLC",Bob's at Crush Gardens 3,,,,,,,Edmond,,Logan,,,,,35.6675,-97.496,
,GAAA-TFJN-VSKC,,,,Grower,,,11/15/2023,,,Whisper Wind Farms LLC,Whisper Wind Farms,,,,,,,DEWEY,,Washington,,,,,,,
,DAAA-JYK5-35AM,,,,Dispensary,,,11/15/2023,,,"Trifecta Farms, LLC","Trifecta Farms, LLC",,,,,,,Norman,,Cleveland,,,,,35.2227,-97.4395,
,GAAA-RQW5-WWMJ,,,,Grower,,,11/15/2023,,,Squishermen LLC,Squishermen LLC,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,PAAA-VWAH-KS50,,,,Processor,,,11/15/2023,,,VGGP LLC,Very Good Grows Processing,,,,,,,Jones,,Oklahoma,,,,,35.5872,-97.2966,
,PAAA-GQ2B-CL5G,,,,Processor,,,11/15/2023,,,canna green llc,canna green llc,,,,,,,ardmore,,Carter,,,,,,,
,PAAA-DXRF-O56A,,,,Processor,,,11/15/2023,,,Top Notch Processing INC,Top Notch Processing INC,,,,,,,Calera,,Bryan,,,,,33.9074,-96.402,
,DAAA-ERLL-HQGE,,,,Dispensary,,,11/15/2023,,,3rd Coast Alternative Solutions LLC,3rd Coast Alternative Solutions LLC,,,,,,,Lawton,,Comanche,,,,,34.5638,-98.2821,
,PAAA-ERRV-OTDW,,,,Processor,,,11/15/2023,,,3rd Coast Alternative Solutions LLC,3rd Coast Alternative Solutions LLC,,,,,,,Lawton,,Comanche,,,,,34.5638,-98.2821,
,GAAA-NNSG-PXWA,,,,Grower,,,11/15/2023,,,Divine Forest LLC,Divine Forest,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,PAAA-IIIZ-KGWU,,,,Processor,,,11/15/2023,,,ROYAL SWEETS DISPENSARY LLC,ROYAL SWEETS DISPENSARY LLC,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,GAAA-T19R-HVDX,,,,Grower,,,11/15/2023,,,VanMeter Canna Farm LLC,VanMeter Canna Farm LLC,,,,,,,Dustin,,Hughes,,,,,35.2204,-96.0837,
,GAAA-35HM-MICS,,,,Grower,,,11/15/2023,,,1755 Enterprises LLC,1755 Enterprises LLC,,,,,,,Guthrie,,Logan,,,,,35.8709,-97.4696,
,GAAA-K6JG-NS7M,,,,Grower,,,11/16/2023,,,Stroud Community Farm LLC,Stroud Community Farm LLC,,,,,,,STROUD,,Lincoln,,,,,,,
,DAAA-8FWM-V17I,,,,Dispensary,,,11/16/2023,,,quick high llc,quick high llc,,,,,,,healdton,,Carter,,,,,,,
,GAAA-S6SM-ANDW,,,,Grower,,,11/16/2023,,,"Ruiz Cruz, LLC","Ruiz Cruz, LLC",,,,,,,Marietta,,Love,,,,,33.9562,-97.1076,
,PAAA-N18J-VAVC,,,,Processor,,,11/16/2023,,,"Kianna Pharm, LLC",Kianna Pharms,,,,,,,Ardmore,,Carter,,,,,34.2544,-97.1944,
,PAAA-8AZP-L446,,,,Processor,,,11/16/2023,,,Miura Llc,Miura Cannabis Company,,,,,,,Bristow,,Creek,,,,,35.8209,-96.3819,
,DAAA-QBBQ-13TM,,,,Dispensary,,,11/16/2023,,,"Kianna Pharm, LLC",Kianna Pharms,,,,,,,Ardmore,,Carter,,,,,34.2544,-97.1944,
,TAAA-P1YL-XBEU,,,,Transporter,,,11/16/2023,,,LEGIT TRANSPORT RS LLC,LEGIT TRANSPORT RS LLC,,,,,,,Duncan,,Stephens,,,,,34.4527,-97.8522,
,DAAA-GM45-JX54,,,,Dispensary,,,11/16/2023,,,EFFUSION-HALL OF FLOWERS C-CORPORATION,BUD LIGHTZ #7,,,,,,,Owasso,,Tulsa,,,,,36.2712,-95.8214,
,PAAA-ZVA0-MYJ9,,,,Processor,,,11/16/2023,,,TERP SUPPLY CO LLC,TERP SUPPLY CO LLC,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,GAAA-EVR1-M1KP,,,,Grower,,,11/16/2023,,,Ile Circe Growth Inc,Ile Circe Growth Inc,,,,,,,lexington,,Cleveland,,,,,,,
,DAAA-OYNJ-QZO9,,,,Dispensary,,,11/16/2023,,,Logan County Concepts LLC,Logan County Concepts LLC,,,,,,,Edmond,,Logan,,,,,35.6675,-97.496,
